Ticker,Company_code,Company_name,Exchange,OutstandingShares,Margin,Industry_lev3,Industry_lev4,Listed_date,freeFloat,freeFloatRate,statePercentage,foreignerPercentage,maximumForeignPercentage
TMP,TMP,Công ty Cổ phần Thủy điện Thác Mơ,HOSE,70000000,Được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2009-06-17T17:00:00.000Z,4200000.0,0.06,0.51916429,0.0059,0.49
TMS,TMS,Công ty Cổ phần Transimex,HOSE,121738918,Được ký quỹ,Cơ sở hạ tầng giao thông,Cảng và dịch vụ hàng hải,2000-08-03T17:00:00.000Z,14608587.0,0.12,0.03123632,0.4371,0.49
TMT,TMT,Công ty Cổ phần Ô tô TMT,HOSE,36877980,Được ký quỹ,Ô tô,Sản xuất xe cơ giới,2010-01-21T17:00:00.000Z,11063394.0,0.3,0.08610761,0.0291,0.48999999
TMW,TMW,Công ty Cổ phần Tổng hợp Gỗ Tân Mai,UPCOM,4662350,Không được ký quỹ,Giấy và lâm sản,Sản xuất các sản phẩm gỗ,2009-12-22T17:00:00.000Z,699352.0,0.15,0.33122781,0.0,0.48999989
TMX,TMX,Công ty Cổ phần VICEM Thương mại Xi măng,HNX,6000000,Được ký quỹ,Vật liệu xây dựng,Vật liệu xây dựng khác,2009-11-01T17:00:00.000Z,840000.0,0.14,0.59643567,0.0721,0.49
TN1,TN1,Công ty Cổ phần Thương mại Dịch vụ TNS Holdings,HOSE,43188087,Được ký quỹ,Quản lý và Phát triển bất động sản,Cho thuê bất động sản,2019-05-29T17:00:00.000Z,10797021.0,0.25,0.0,0.0014,0.49999999
TNA,TNA,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,HOSE,49231310,Được ký quỹ,Vật liệu xây dựng,Vật liệu xây dựng khác,2005-07-19T17:00:00.000Z,24615655.0,0.5,0.0,0.0357,0.48999999
TNB,TNB,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,UPCOM,14490000,Không được ký quỹ,Kim loại và khai thác,Sản xuất và chế biến thép,2010-04-15T17:00:00.000Z,1448987.0,0.1,0.54816142,0.004,0.0
STH,TNBOOK,Công ty Cổ phần Phát hành sách Thái Nguyên,UPCOM,19500000,Không được ký quỹ,Bán lẻ chuyên dụng,"Cửa hàng dụng cụ, văn phòng phẩm và quà tặng",2020-03-16T17:00:00.000Z,9750000.0,0.5,0.0,0.0,0.0
TNC,TNC,Công ty Cổ phần Cao su Thống Nhất,HOSE,19250000,Được ký quỹ,Giấy và lâm sản,Nuôi trồng và chế biến cao su,2007-08-21T17:00:00.000Z,3850000.0,0.2,0.51,0.0056,0.5
BAX,TNC1,Công ty Cổ phần Thống Nhất,HNX,8200000,Được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản công nghiệp,2017-03-23T17:00:00.000Z,2460000.0,0.3,0.0,0.1733,0.49
TNS,TNFS,Công ty Cổ phần Thép Tấm Lá Thống Nhất,UPCOM,20000000,Không được ký quỹ,Kim loại và khai thác,Sản xuất và chế biến thép,2017-01-05T17:00:00.000Z,9000000.0,0.45,0.31247405,0.0009,0.49
TNG,TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,HNX,105117758,Được ký quỹ,"Hàng dệt, may và phụ kiện",Sản xuất sản phẩm may mặc công nghiệp,2007-11-21T17:00:00.000Z,63070654.0,0.6,0.0,0.0911,0.49
TNI,TNGROUP,Công ty Cổ phần Tập đoàn Thành Nam,HOSE,52500000,Không được ký quỹ,Nhà phân phối,"Phân phối máy móc, thiết bị và vật tư",2017-03-22T17:00:00.000Z,52500000.0,1.0,0.0,0.0031,0.49
TNM,TNM,Công ty Cổ phần Xuất nhập khẩu và Xây dựng Công trình,UPCOM,5787040,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng cầu đường,2009-10-26T17:00:00.000Z,2893520.0,0.5,0.0,0.0,0.49
TNP,TNPORT,Công ty Cổ phần Cảng Thị Nại,UPCOM,7100000,Không được ký quỹ,Cơ sở hạ tầng giao thông,Cảng và dịch vụ hàng hải,2016-12-22T17:00:00.000Z,1065000.0,0.15,0.0,0.0,0.0
TNT,TNT,Công ty Cổ phần Tập đoàn TNT,HOSE,51000000,Được ký quỹ,Kim loại và khai thác,Khai thác quặng kim loại,2010-05-20T17:00:00.000Z,22950000.0,0.45,0.0,0.0021,0.49
TCJ,TOCHAU,Công ty Cổ phần Tô Châu,UPCOM,10000000,Không được ký quỹ,Sản phẩm thực phẩm,Nuôi trồng và chế biến thủy sản,2017-11-23T17:00:00.000Z,2000000.0,0.2,0.654,0.0,0.49
TOP,TOP,Công ty Cổ phần Phân phối Top One,UPCOM,25350000,Không được ký quỹ,Nhà phân phối,"Phân phối thực phẩm, tạp hóa",2015-07-22T17:00:00.000Z,19012500.0,0.75,0.0,0.0147,0.49
TOT,TOT,Công ty Cổ phần Transimex Logistics,HNX,5495000,Không được ký quỹ,Dịch vụ vận tải hàng không và logistics,Sắp xếp vận tải hàng hóa,2017-07-16T17:00:00.000Z,1099000.0,0.2,0.07597816,0.0399,0.49
TPB,TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,HOSE,1581755495,Được ký quỹ,Ngân hàng,Ngân hàng,2018-04-18T17:00:00.000Z,949053297.0,0.6,0.02247497,0.3,0.3
BCF,TPBC,Công ty Cổ phần Thực phẩm Bích Chi,HNX,27830412,Được ký quỹ,Sản phẩm thực phẩm,Thực phẩm đóng gói sẵn,2020-03-15T17:00:00.000Z,15306726.0,0.55,0.0,0.0,0.0
TPC,TPC,Công ty Cổ phần Nhựa Tân Đại Hưng,HOSE,22516956,Được ký quỹ,Hóa chất,Sản phẩm từ nhựa,2007-11-27T17:00:00.000Z,12384325.0,0.55,0.0,0.0252,0.49
TPH,TPH,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,HNX,2095985,Được ký quỹ,Phương tiện truyền thông,Xuất bản,2006-12-14T17:00:00.000Z,733594.0,0.35,0.48997297,0.0016,0.48999969
TPP,TPP,Công ty Cổ phần Tân Phú Việt Nam,HNX,45000000,Được ký quỹ,Hóa chất,Sản phẩm từ nhựa,2008-09-25T17:00:00.000Z,15749999.0,0.35,0.0,0.0014,0.5
THP,TPST,Công ty Cổ phần Thủy sản và Thương mại Thuận Phước,UPCOM,21610785,Không được ký quỹ,Sản phẩm thực phẩm,Nuôi trồng và chế biến thủy sản,2019-11-17T17:00:00.000Z,6483235.0,0.3,0.0,0.0,0.49999998
TRA,TRA,Công ty Cổ phần Traphaco,HOSE,41450540,Được ký quỹ,Dược phẩm,Sản xuất thuốc và dược phẩm,2008-11-25T17:00:00.000Z,24870324.0,0.6,0.35669968,0.4611,0.48999998
TR1,TRACO1,Công ty Cổ phần Vận Tải 1 Traco,UPCOM,4592490,Không được ký quỹ,Đường bộ và đường sắt,Hoạt động hỗ trợ vận tải đường bộ,2020-08-23T17:00:00.000Z,2066620.0,0.45,0.0,0.0,0.0
TCD,TRACODI,Công ty Cổ phần Đầu tư Phát triển Công nghiệp và Vận tải,HOSE,244418304,Được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2017-05-25T17:00:00.000Z,73325491.0,0.3,0.0,0.0037,0.49
TVW,TRAVI,Công ty Cổ phần Cấp thoát nước Trà Vinh,UPCOM,14597860,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2017-12-10T17:00:00.000Z,378200.0,0.02590791,0.82338507,0.0,0.5
TRC,TRC,Công ty Cổ phần Cao su Tây Ninh,HOSE,29125000,Được ký quỹ,Giấy và lâm sản,Nuôi trồng và chế biến cao su,2007-07-23T17:00:00.000Z,8737500.0,0.3,0.6,0.0136,0.49
TRS,TRS,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,UPCOM,4536313,Không được ký quỹ,Đường biển,Vận tải đường thủy quốc tế,2015-09-17T17:00:00.000Z,1134078.0,0.25,0.09427838,0.0003,0.0
TAR,TRUNGANRICE,Công ty Cổ phần Nông nghiệp Công nghệ cao Trung An,HNX,78319777,Được ký quỹ,Sản phẩm thực phẩm,Xay sát và chế biến các loại hạt,2019-02-19T17:00:00.000Z,54823843.0,0.7,0.0,0.0008,0.0
TDF,TRUNGDO,Công ty Cổ phần Trung Đô,UPCOM,30000000,Không được ký quỹ,Vật liệu xây dựng,Sản xuất gạch ốp lát và vật liệu lát,2020-05-11T17:00:00.000Z,13500000.0,0.45,0.1007344,0.0,0.0
TVB,TRVS,Công ty Cổ phần Chứng khoán Trí Việt,HOSE,112097019,Được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2018-06-28T17:00:00.000Z,56048509.0,0.5,0.0,0.0215,0.29999999
TS4,TS4,Công ty Cổ phần Thủy sản số 4,UPCOM,16051594,Không được ký quỹ,Sản phẩm thực phẩm,Nuôi trồng và chế biến thủy sản,2002-08-28T17:00:00.000Z,6420637.0,0.4,0.26898677,0.0075,0.0
TSB,TSB,Công ty Cổ phần Ắc quy Tia Sáng,HNX,6745480,Được ký quỹ,Thiết bị điện,"Sản xuất thiết bị, dụng cụ điện khác",2011-01-18T17:00:00.000Z,3372740.0,0.5,0.0,0.0005,0.7
TSC,TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,HOSE,196858925,Được ký quỹ,Hóa chất,Phân phối hóa chất và nông dược,2007-10-03T17:00:00.000Z,108272408.0,0.55,0.0,0.0019,0.0
TSD,TSCOECCO,Công ty Cổ phần Du lịch Trường Sơn Coecco,UPCOM,1274000,Không được ký quỹ,"Khách sạn, nhà hàng và giải trí",Dịch vụ đặt phòng và tour du lịch,2018-01-09T17:00:00.000Z,637000.0,0.5,0.51,0.0,0.49
TST,TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,UPCOM,4800000,Không được ký quỹ,Kỹ thuật xây dựng,Nhà thầu thiết bị xây dựng,2007-12-12T17:00:00.000Z,2400000.0,0.5,0.32812313,0.0095,0.49
TTA,TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,HOSE,157462937,Được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2020-09-17T17:00:00.000Z,55112027.0,0.35,0.0,0.0029,0.49
TTB,TTB,Công ty Cổ phần Tập đoàn Tiến Bộ,HOSE,101509583,Được ký quỹ,Vật liệu xây dựng,Vật liệu xây dựng khác,2018-08-16T17:00:00.000Z,50754791.0,0.5,0.0,0.0002,0.0
TTC,TTC,Công ty Cổ phần Gạch men Thanh Thanh,HNX,5940528,Được ký quỹ,Vật liệu xây dựng,Sản xuất gạch ốp lát và vật liệu lát,2010-01-06T17:00:00.000Z,2376211.0,0.4,0.42779558,0.0972,0.48999991
TTT,TTCO,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,HNX,4570210,Được ký quỹ,Dịch vụ và nguồn cung cấp thương mại,Dịch vụ hỗ trợ đa dạng,2017-06-01T17:00:00.000Z,914042.0,0.2,0.80832828,0.0247,0.0
TTF,TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,HOSE,393532487,Không được ký quỹ,Hàng gia dụng,Sản xuất tủ bếp và nội thất hộ gia đình,2008-02-17T17:00:00.000Z,295149365.0,0.75,0.0,0.0044,0.5
TTG,TTG,Công ty Cổ phần May Thanh Trì,UPCOM,1950000,Không được ký quỹ,"Hàng dệt, may và phụ kiện",Sản xuất phụ kiện và may mặc khác,2010-02-01T17:00:00.000Z,975000.0,0.5,0.53,0.0658,0.49
HUB,TTHC,Công ty Cổ phần Xây lắp Thừa Thiên Huế,HOSE,22868395,Được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2019-02-25T17:00:00.000Z,12577617.0,0.55,0.0,0.0133,0.0
TRT,TTJC,Công ty Cổ phần RedstarCera,UPCOM,10972768,Không được ký quỹ,Vật liệu xây dựng,Sản xuất gạch ốp lát và vật liệu lát,2017-03-15T17:00:00.000Z,2194553.0,0.2,0.4011,0.0,0.0
TTN,TTN,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,UPCOM,36727500,Không được ký quỹ,Dịch vụ viễn thông đa dạng,Dịch vụ viễn thông tích hợp,2017-04-18T17:00:00.000Z,14691000.0,0.4,0.37836499,0.0042,0.49
TTP,TTP,Công ty Cổ phần Bao bì Nhựa Tân Tiến,UPCOM,13517770,Không được ký quỹ,Bao bì,"Bao bì, đóng gói bằng nhựa",2017-03-14T17:00:00.000Z,293252.0,0.02169381,0.0,0.8823,1.0
TTZ,TTZ,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,HNX,7570444,Không được ký quỹ,Đường bộ và đường sắt,Vận tải hàng hóa đường bộ,2013-01-28T17:00:00.000Z,5299310.0,0.7,0.0,0.1293,0.48999993
GND,TUILDONAI,Công ty Cổ phần Gạch ngói Đồng Nai,UPCOM,9000000,Không được ký quỹ,Vật liệu xây dựng,Sản xuất gạch,2017-02-20T17:00:00.000Z,4500000.0,0.5,0.0,0.0037,0.49
TQW,TUWASE,Công ty Cổ phần Cấp thoát nước Tuyên Quang,UPCOM,8933200,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2019-06-13T17:00:00.000Z,925400.0,0.1035911,0.68656249,0.0,0.49
TV1,TV1,Công ty Cổ phần Tư vấn Xây dựng Điện 1,UPCOM,26691319,Không được ký quỹ,Kỹ thuật xây dựng,Dịch vụ tư vấn xây dựng,2018-06-21T17:00:00.000Z,9341961.0,0.35,0.0,0.0,0.48999999
TV2,TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,HOSE,67526165,Được ký quỹ,Kỹ thuật xây dựng,Dịch vụ tư vấn xây dựng,2019-06-05T17:00:00.000Z,33763082.0,0.5,0.34217904,0.15,0.14999999
TV3,TV3,Công ty Cổ phần Tư vấn Xây dựng Điện 3,HNX,9517289,Được ký quỹ,Kỹ thuật xây dựng,Dịch vụ tư vấn xây dựng,2009-11-30T17:00:00.000Z,3331051.0,0.35,0.42418887,0.0025,0.48999995
TV4,TV4,Công ty Cổ phần Tư vấn Xây dựng Điện 4,HNX,19781493,Được ký quỹ,Kỹ thuật xây dựng,Dịch vụ tư vấn xây dựng,2008-07-21T17:00:00.000Z,5934447.0,0.3,0.63971948,0.0097,0.0
TV6,TV6,Công ty Cổ phần Thương mại Đầu tư xây lắp điện Thịnh Vượng,UPCOM,3000000,Không được ký quỹ,Bán lẻ chuyên dụng,"Cửa hàng dụng cụ, văn phòng phẩm và quà tặng",2021-05-20T17:00:00.000Z,900000.0,0.3,0.0,0.49,0.49
TVA,TVA,Công ty cổ phần Sứ Viglacera Thanh Trì,UPCOM,6300000,Không được ký quỹ,Nhà phân phối,"Phân phối máy móc, thiết bị và vật tư",2017-04-10T17:00:00.000Z,1890000.0,0.3,0.59964444,0.0,0.49
TVC,TVC,Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt,HNX,118610670,Không được ký quỹ,Dịch vụ tài chính đa dạng,Các dịch vụ tài chính đa dạng khác,2014-09-22T17:00:00.000Z,88958002.0,0.75,0.0,0.0019,0.3
TVD,TVD,Công ty Cổ phần Than Vàng Danh - Vinacomin,HNX,44962864,Được ký quỹ,Than và hoạt động liên quan,Khai thác than,2011-01-10T17:00:00.000Z,15737002.0,0.35,0.66830136,0.0318,0.48999999
TVG,TVG,Công ty Cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,UPCOM,2029589,Không được ký quỹ,Kỹ thuật xây dựng,Dịch vụ tư vấn xây dựng,2010-01-24T17:00:00.000Z,507397.0,0.25,0.49271059,0.0,0.4899997
TVP,TVPHARM,Công ty Cổ phần Dược phẩm TV.Pharm,UPCOM,29064187,Không được ký quỹ,Dược phẩm,Sản xuất thuốc và dược phẩm,2017-08-16T17:00:00.000Z,4424006.0,0.15,0.0,0.0012,0.0
TVS,TVS,Công ty Cổ phần Chứng khoán Thiên Việt,HOSE,109175184,Được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2015-01-14T17:00:00.000Z,76422628.0,0.7,0.0,0.2875,0.49
TNW,TWACO,Công ty Cổ phần Nước sạch Thái Nguyên,UPCOM,16000000,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2017-05-25T17:00:00.000Z,1600000.0,0.1,0.4227,0.0,0.49
TXM,TXM,Công ty Cổ phần VICEM Thạch cao Xi Măng,HNX,7000000,Không được ký quỹ,Vật liệu xây dựng,Sản xuất xi măng,2006-12-10T17:00:00.000Z,2800000.0,0.4,0.512075,0.0084,0.49
TYA,TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,HOSE,30680582,Được ký quỹ,Thiết bị điện,"Sản xuất thiết bị, dụng cụ điện khác",2006-02-14T17:00:00.000Z,6136116.0,0.2,0.0,0.4064,1.0
UCT,UCT,Công ty Cổ phần Đô thị Cần Thơ,UPCOM,5344345,Không được ký quỹ,Tiện ích nước,Xử lý nước thải,2016-11-14T17:00:00.000Z,534434.0,0.1,0.92259108,0.0,0.0
UDC,UDC,Công ty Cổ phần Xây dựng và Phát triển đô thị Tỉnh Bà Rịa - Vũng Tàu,HOSE,34706000,Không được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2010-07-04T17:00:00.000Z,12147100.0,0.35,0.6768912,0.1217,0.49
UDJ,UDJ,Công ty Cổ phần Phát triển Đô thị,UPCOM,16500000,Không được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2009-12-21T17:00:00.000Z,8250000.0,0.5,0.51,0.0521,0.49
UEM,UEMC,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,UPCOM,2438100,Không được ký quỹ,Thiết bị điện,"Sản xuất thiết bị, dụng cụ điện khác",2015-09-23T17:00:00.000Z,1584765.0,0.65,0.27417005,0.0002,0.49
FCC,UFC,Công ty Cổ phần Liên hợp Thực phẩm,UPCOM,5997040,Không được ký quỹ,Sản phẩm thực phẩm,Thực phẩm khác,2016-05-08T17:00:00.000Z,2398816.0,0.4,0.0,0.0,0.4899999
UIC,UIC,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,HOSE,8000000,Được ký quỹ,Tiện ích điện,Sản xuất và Phân phối Điện,2007-11-11T17:00:00.000Z,2400000.0,0.3,0.51,0.1282,0.0
UMC,UMC,Công ty Cổ phần Công trình đô thị Nam Định,UPCOM,1841617,Không được ký quỹ,Tiện ích khác,Dịch vụ Môi trường và Cơ sở vật chất,2017-08-27T17:00:00.000Z,368323.0,0.2,0.51003928,0.0,0.48999982
UNI,UNI,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt,HNX,15617632,Không được ký quỹ,Dịch vụ viễn thông đa dạng,Dịch vụ viễn thông tích hợp,2009-06-07T17:00:00.000Z,7027934.0,0.45,0.0,0.0163,0.48999996
UPC,UPC,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,UPCOM,3400000,Không được ký quỹ,Tiện ích khác,Dịch vụ Môi trường và Cơ sở vật chất,2017-04-20T17:00:00.000Z,850000.0,0.25,0.36,0.0001,0.49
UPH,UPHACE,Công ty Cổ phần Dược phẩm TW25,UPCOM,13294641,Không được ký quỹ,Dược phẩm,Sản xuất thuốc và dược phẩm,2016-12-28T17:00:00.000Z,1994196.0,0.15,0.28432509,0.0,0.48999999
USC,USC,Công ty Cổ phần Khảo sát và Xây dựng - USCO,UPCOM,5500000,Không được ký quỹ,Kỹ thuật xây dựng,Dịch vụ tư vấn xây dựng,2017-02-05T17:00:00.000Z,1650000.0,0.3,0.57756364,0.0,0.49
USD,USD,Công ty Cổ phần Công trình Đô thị Sóc Trăng,UPCOM,5600000,Không được ký quỹ,Tiện ích khác,Dịch vụ Môi trường và Cơ sở vật chất,2019-01-29T17:00:00.000Z,560000.0,0.1,0.38884554,0.0,0.0
V11,V11,Công ty Cổ phần Xây dựng số 11,UPCOM,8399889,Không được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2013-01-15T17:00:00.000Z,7139905.0,0.85,0.30357544,0.003,0.48999993
V12,V12,Công ty Cổ phần Xây dựng số 12,HNX,5818000,Được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2010-01-04T17:00:00.000Z,1163600.0,0.2,0.36,0.0006,0.5
V15,V15,Công ty Cổ phần Xây dựng số 15,UPCOM,10000000,Không được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2015-07-20T17:00:00.000Z,6000000.0,0.6,0.06,0.0018,0.49
V21,V21,Công ty Cổ phần Vinaconex 21,HNX,11999789,Được ký quỹ,Kỹ thuật xây dựng,Xây dựng công trình khác,2010-04-20T17:00:00.000Z,10799810.0,0.9,0.0,0.0004,0.0
VAB,VAB,Ngân hàng Thương mại Cổ phần Việt Á,UPCOM,539960043,Không được ký quỹ,Ngân hàng,Ngân hàng,2021-07-19T17:00:00.000Z,485964038.0,0.9,0.0,0.0002,0.005
VAF,VAF,Công ty Cổ phần Phân lân nung chảy Văn Điển,HOSE,37665348,Được ký quỹ,Hóa chất,Sản xuất phân bón,2015-06-22T17:00:00.000Z,3389881.0,0.09,0.6705603,0.0004,0.48999999
PAT,VAPAC,Công ty Cổ phần Phốt pho Apatit Việt Nam,UPCOM,25000000,Không được ký quỹ,Hóa chất,Sản xuất hóa chất cơ bản,2022-06-16T17:00:00.000Z,8750000.0,0.35,0.0,0.0009,0.5
VAT,VAT,Công ty Cổ phần VT Vạn Xuân,UPCOM,4544953,Không được ký quỹ,Kỹ thuật xây dựng,Dịch vụ tư vấn xây dựng,2010-12-14T17:00:00.000Z,4090457.0,0.9,0.0,0.0571,0.48999979
VAV,VAV,Công ty Cổ phần VIWACO,UPCOM,32000000,Không được ký quỹ,Tiện ích nước,Hệ thống cung cấp và xử lý nước,2017-07-25T17:00:00.000Z,4800000.0,0.15,0.05925688,0.0222,0.5
VBC,VBC,"Công ty Cổ phần Nhựa, Bao bì Vinh",HNX,7499960,Được ký quỹ,Bao bì,"Bao bì, đóng gói bằng nhựa",2010-03-16T17:00:00.000Z,1049994.0,0.14,0.50959284,0.0188,0.48999996
VBH,VBH,Công ty Cổ phần Điện tử Bình Hòa,UPCOM,2900000,Không được ký quỹ,Hàng gia dụng,Sản xuất điện tử dân dụng,2017-06-04T17:00:00.000Z,580000.0,0.2,0.51,0.0145,0.49
VC1,VC1,Công ty Cổ phần Xây dựng số 1,HNX,12000000,Được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2009-05-13T17:00:00.000Z,5400000.0,0.45,0.0,0.0256,0.49
VC2,VC2,Công ty Cổ phần Đầu tư và Xây dựng VINA2,HNX,47199410,Được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2006-12-10T17:00:00.000Z,28319646.0,0.6,0.0,0.0011,0.5
VC3,VC3,Công ty Cổ phần Tập đoàn Nam Mê Kông,HNX,100217588,Được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2007-12-12T17:00:00.000Z,50108794.0,0.5,0.0,0.0001,0.0
VC5,VC5,Công ty Cổ phần xây dựng số 5,UPCOM,5000000,Không được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2016-06-02T17:00:00.000Z,2750000.0,0.55,0.0,0.0113,0.49
VC6,VC6,Công ty cổ phần Xây dựng và Đầu tư Visicons,HNX,8799882,Được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2008-01-27T17:00:00.000Z,3079958.0,0.35,0.0,0.1039,0.48999998
VC7,VC7,Công ty Cổ phần Tập đoàn BGI,HNX,48045278,Được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2007-12-27T17:00:00.000Z,21620375.0,0.45,0.0,0.0005,0.5
VC9,VC9,Công ty Cổ phần Xây dựng số 9 - VC9,HNX,11695200,Không được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2009-11-04T17:00:00.000Z,5847600.0,0.5,0.0,0.0255,0.49
VCA,VCA,Công ty Cổ phần Thép VICASA - VNSTEEL,HOSE,15187322,Được ký quỹ,Kim loại và khai thác,Sản xuất và chế biến thép,2021-03-09T17:00:00.000Z,4556196.0,0.3,0.65000762,0.0829,0.48999995
VCB,VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,HOSE,4732516571,Được ký quỹ,Ngân hàng,Ngân hàng,2009-06-29T17:00:00.000Z,520576822.0,0.11,0.74803223,0.2362,0.3
VCC,VCC,Công ty Cổ phần Vinaconex 25,HNX,12000000,Được ký quỹ,Kỹ thuật xây dựng,"Xây dựng nhà ở, cao ốc",2009-02-01T17:00:00.000Z,4200000.0,0.35,0.663275,0.0002,0.0
CCV,VCCEC,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,UPCOM,1800000,Không được ký quỹ,Kỹ thuật xây dựng,Dịch vụ tư vấn xây dựng,2017-01-08T17:00:00.000Z,630000.0,0.35,0.51,0.0,0.49
VCF,VCF,Công ty Cổ phần Vinacafe Biên Hòa,HOSE,26579135,Được ký quỹ,Đồ uống,Nước giải khát,2011-01-27T17:00:00.000Z,321160.0,0.01208316,0.0,0.0067,0.48999999
VCG,VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,HOSE,485879878,Được ký quỹ,Kỹ thuật xây dựng,"Nhà thầu về nền móng, cấu trúc và bề mặt ngoài",2020-12-28T17:00:00.000Z,194351951.0,0.4,0.0,0.0495,0.49
VIH,VCGHN,Công ty Cổ phần Viglacera Hà Nội,UPCOM,5600000,Không được ký quỹ,Vật liệu xây dựng,Sản xuất gạch ốp lát và vật liệu lát,2017-04-23T17:00:00.000Z,1680000.0,0.3,0.255,0.0,0.49
CLM,VCIE,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,HNX,11000000,Được ký quỹ,Vật liệu xây dựng,Vật liệu xây dựng khác,2016-04-14T17:00:00.000Z,4400000.0,0.4,0.55412255,0.0,0.0
VCM,VCM,Công ty Cổ phần Nhân lực và Thương mại Vinaconex,HNX,3000000,Được ký quỹ,Những dịch vụ chuyên nghiệp,Dịch vụ nhân sự và việc làm,2010-05-10T17:00:00.000Z,1200000.0,0.4,0.442,0.0,0.0
VCR,VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,UPCOM,210000000,Không được ký quỹ,Quản lý và Phát triển bất động sản,Bất động sản dân cư,2010-05-09T17:00:00.000Z,105000000.0,0.5,0.51,0.0001,0.49
VCS,VCS,Công ty Cổ phần VICOSTONE,HNX,160000000,Được ký quỹ,Vật liệu xây dựng,Sản xuất gạch ốp lát và vật liệu lát,2007-12-16T17:00:00.000Z,32000000.0,0.2,0.0,0.0308,0.49
VCI,VCSC,Công ty Cổ phần Chứng khoán Bản Việt,HOSE,435500000,Được ký quỹ,Môi giới chứng khoán và hàng hóa,Ngân hàng Đầu tư và Môi giới - Chứng khoán,2017-07-06T17:00:00.000Z,304849930.0,0.7,0.0,0.2251,1.0
VCT,VCT,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,UPCOM,1100000,Không được ký quỹ,Kỹ thuật xây dựng,Dịch vụ tư vấn xây dựng,2010-07-14T17:00:00.000Z,440000.0,0.4,0.51,0.0,0.49
VCX,VCX,Công ty Cổ phần Xi măng Yên Bình,UPCOM,26530000,Không được ký quỹ,Vật liệu xây dựng,Sản xuất xi măng,2014-03-31T17:00:00.000Z,5306000.0,0.2,0.63953358,0.0008,0.49
